Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
KEN,2017-01-01,2017-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2017,2017,SLC,106.7749662258,E
KEN,2018-01-01,2018-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2018,2018,SLC,113.2897196802,E
KEN,2019-01-01,2019-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2019,2019,SLC,117.9770943301,E
KEN,2020-01-01,2020-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2020,2020,SLC,122.9995438305,E
KEN,2021-01-01,2021-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2021,2021,SLC,126.9319263682,E
KEN,2022-01-01,2022-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2022,2022,SLC,135.6927967033,E
KEN,2023-01-01,2023-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2023,2023,SLC,140.8191439446,E
KEN,1970-01-01,1970-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1970,1970,USD,18.0892713924,E
KEN,1971-01-01,1971-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1971,1971,USD,19.4120546531,E
KEN,1972-01-01,1972-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1972,1972,USD,22.5583509681,E
KEN,1973-01-01,1973-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1973,1973,USD,25.6071788845,E
KEN,1974-01-01,1974-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1974,1974,USD,32.0764173005,E
KEN,1975-01-01,1975-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1975,1975,USD,36.2325864164,E
KEN,1976-01-01,1976-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1976,1976,USD,38.5517259961,E
KEN,1977-01-01,1977-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1977,1977,USD,43.3511583285,E
KEN,1978-01-01,1978-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1978,1978,USD,51.9162106370,E
KEN,1979-01-01,1979-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1979,1979,USD,60.9765278809,E
KEN,1980-01-01,1980-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1980,1980,USD,69.2028435964,E
KEN,1981-01-01,1981-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1981,1981,USD,63.4139387519,E
KEN,1982-01-01,1982-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1982,1982,USD,60.8988669983,E
KEN,1983-01-01,1983-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1983,1983,USD,62.2004375678,E
KEN,1984-01-01,1984-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1984,1984,USD,65.9126303690,E
KEN,1985-01-01,1985-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1985,1985,USD,60.0745033279,E
KEN,1986-01-01,1986-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1986,1986,USD,70.7575188090,E
KEN,1987-01-01,1987-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1987,1987,USD,73.4827036676,E
KEN,1988-01-01,1988-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1988,1988,USD,74.1776924577,E
KEN,1989-01-01,1989-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1989,1989,USD,70.5356827559,E
KEN,1990-01-01,1990-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1990,1990,USD,74.8000842177,E
KEN,1991-01-01,1991-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1991,1991,USD,67.7184238007,E
KEN,1992-01-01,1992-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1992,1992,USD,61.9954320169,E
KEN,1993-01-01,1993-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1993,1993,USD,46.0839246415,E
KEN,1994-01-01,1994-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1994,1994,USD,56.0868340609,E
KEN,1995-01-01,1995-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1995,1995,USD,69.7108815869,E
KEN,1996-01-01,1996-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1996,1996,USD,65.0554305635,E
KEN,1997-01-01,1997-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1997,1997,USD,66.0249395096,E
KEN,1998-01-01,1998-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1998,1998,USD,66.8642815032,E
KEN,1999-01-01,1999-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1999,1999,USD,61.3177755616,E
KEN,2000-01-01,2000-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2000,2000,USD,59.8006583601,E
KEN,2001-01-01,2001-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2001,2001,USD,59.0835017419,E
KEN,2002-01-01,2002-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2002,2002,USD,60.4751186685,E
KEN,2003-01-01,2003-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2003,2003,USD,68.4726312921,E
KEN,2004-01-01,2004-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2004,2004,USD,70.7218736574,E
KEN,2005-01-01,2005-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2005,2005,USD,74.0915783143,E
KEN,2006-01-01,2006-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2006,2006,USD,76.5965718613,E
KEN,2007-01-01,2007-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2007,2007,USD,95.3269382032,E
KEN,2008-01-01,2008-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2008,2008,USD,89.6490686668,E
KEN,2009-01-01,2009-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2009,2009,USD,82.4550960207,E
KEN,2010-01-01,2010-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2010,2010,USD,86.3342166331,E
KEN,2011-01-01,2011-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2011,2011,USD,86.7752324552,E
KEN,2012-01-01,2012-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2012,2012,USD,96.5638051510,E
KEN,2013-01-01,2013-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2013,2013,USD,99.3649536741,E
KEN,2014-01-01,2014-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2014,2014,USD,105.4276892532,E
KEN,2015-01-01,2015-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2015,2015,USD,100.0000000000,E
KEN,2016-01-01,2016-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2016,2016,USD,97.3240350221,E
KEN,2017-01-01,2017-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2017,2017,USD,101.3722865263,E
KEN,2018-01-01,2018-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2018,2018,USD,109.7970052333,E
KEN,2019-01-01,2019-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2019,2019,USD,113.5666359014,E
KEN,2020-01-01,2020-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2020,2020,USD,113.4412068672,E
KEN,2021-01-01,2021-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2021,2021,USD,113.6650523740,E
KEN,2022-01-01,2022-12-31,114,'404,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2022,2022,USD,113.0275917430,E
KEN,1970-01-01,1970-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1970,1970,SLC,1.2095984375,E
KEN,1971-01-01,1971-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1971,1971,SLC,1.2373276713,E
KEN,1972-01-01,1972-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1972,1972,SLC,1.3517670401,E
KEN,1973-01-01,1973-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1973,1973,SLC,1.4972285525,E
KEN,1974-01-01,1974-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1974,1974,SLC,1.7752852837,E
KEN,1975-01-01,1975-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1975,1975,SLC,1.8486760304,E
KEN,1976-01-01,1976-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1976,1976,SLC,2.3908804790,E
KEN,1977-01-01,1977-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1977,1977,SLC,3.0992259514,E
KEN,1978-01-01,1978-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1978,1978,SLC,2.7899672053,E
KEN,1979-01-01,1979-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1979,1979,SLC,2.8851349618,E
KEN,1980-01-01,1980-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1980,1980,SLC,3.0396246521,E
KEN,1981-01-01,1981-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1981,1981,SLC,3.3104163657,E
KEN,1982-01-01,1982-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1982,1982,SLC,3.6307792398,E
KEN,1983-01-01,1983-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1983,1983,SLC,4.1669850541,E
KEN,1984-01-01,1984-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1984,1984,SLC,4.7817362588,E
KEN,1985-01-01,1985-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1985,1985,SLC,5.0342150613,E
KEN,1986-01-01,1986-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1986,1986,SLC,5.6190631091,E
KEN,1987-01-01,1987-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1987,1987,SLC,5.6872628197,E
KEN,1988-01-01,1988-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1988,1988,SLC,6.2263741546,E
KEN,1989-01-01,1989-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1989,1989,SLC,6.6603389769,E
KEN,1990-01-01,1990-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1990,1990,SLC,6.9186043124,E
KEN,1991-01-01,1991-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1991,1991,SLC,7.3015198862,E
KEN,1992-01-01,1992-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1992,1992,SLC,8.6943720932,E
KEN,1993-01-01,1993-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1993,1993,SLC,11.8633955815,E
KEN,1994-01-01,1994-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1994,1994,SLC,13.8266001252,E
KEN,1995-01-01,1995-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1995,1995,SLC,17.3203710035,E
KEN,1996-01-01,1996-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1996,1996,SLC,17.8833463298,E
KEN,1997-01-01,1997-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1997,1997,SLC,20.8048865737,E
KEN,1998-01-01,1998-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1998,1998,SLC,21.3014342107,E
KEN,1999-01-01,1999-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1999,1999,SLC,22.0064398096,E
KEN,2000-01-01,2000-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2000,2000,SLC,23.7631112211,E
KEN,2001-01-01,2001-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2001,2001,SLC,21.8430181531,E
KEN,2002-01-01,2002-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2002,2002,SLC,21.3244279858,E
KEN,2003-01-01,2003-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2003,2003,SLC,22.7138177539,E
KEN,2004-01-01,2004-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2004,2004,SLC,24.2824000248,E
KEN,2005-01-01,2005-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2005,2005,SLC,24.5354593487,E
KEN,2006-01-01,2006-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2006,2006,SLC,26.4436632477,E
KEN,2007-01-01,2007-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2007,2007,SLC,29.1669445618,E
KEN,2008-01-01,2008-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2008,2008,SLC,38.2001122717,E
KEN,2009-01-01,2009-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2009,2009,SLC,50.6265540189,E
KEN,2010-01-01,2010-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2010,2010,SLC,54.4571550842,E
KEN,2011-01-01,2011-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2011,2011,SLC,66.1944081737,E
KEN,2012-01-01,2012-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2012,2012,SLC,73.7431094268,E
KEN,2013-01-01,2013-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2013,2013,SLC,78.0682834169,E
KEN,2014-01-01,2014-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2014,2014,SLC,85.7899438916,E
KEN,2015-01-01,2015-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2015,2015,SLC,100.0000000000,E
KEN,2016-01-01,2016-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2016,2016,SLC,111.9546340260,E
KEN,2017-01-01,2017-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2017,2017,SLC,132.1322956122,E
KEN,2018-01-01,2018-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2018,2018,SLC,133.7909172544,E
KEN,2019-01-01,2019-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2019,2019,SLC,146.6340317321,E
KEN,2020-01-01,2020-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2020,2020,SLC,159.6393428258,E
KEN,2021-01-01,2021-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2021,2021,SLC,170.1218004849,E
KEN,2022-01-01,2022-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2022,2022,SLC,189.4497606324,E
KEN,2023-01-01,2023-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2023,2023,SLC,202.1720022275,E
KEN,1970-01-01,1970-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1970,1970,USD,16.6259038591,E
KEN,1971-01-01,1971-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1971,1971,USD,17.0070415865,E
KEN,1972-01-01,1972-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1972,1972,USD,18.5800081859,E
KEN,1973-01-01,1973-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1973,1973,USD,20.9383974003,E
KEN,1974-01-01,1974-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1974,1974,USD,24.4287845757,E
KEN,1975-01-01,1975-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1975,1975,USD,24.7167880723,E
KEN,1976-01-01,1976-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1976,1976,USD,28.0541268908,E
KEN,1977-01-01,1977-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1977,1977,USD,36.7637254870,E
KEN,1978-01-01,1978-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1978,1978,USD,35.4381007213,E
KEN,1979-01-01,1979-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1979,1979,USD,37.8924913885,E
KEN,1980-01-01,1980-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1980,1980,USD,40.2180736108,E
KEN,1981-01-01,1981-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1981,1981,USD,35.9228094554,E
KEN,1982-01-01,1982-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1982,1982,USD,32.6363013509,E
KEN,1983-01-01,1983-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1983,1983,USD,30.7333985989,E
KEN,1984-01-01,1984-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1984,1984,USD,32.5702470795,E
KEN,1985-01-01,1985-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1985,1985,USD,30.0783799470,E
KEN,1986-01-01,1986-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1986,1986,USD,33.9997355151,E
KEN,1987-01-01,1987-12-31,114,'404,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1987,1987,USD,33.9339967838,E
